Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-12 00:00:00-05:00,234.0605123364703,235.37509168356013,232.909067623064,235.07763671875,16561100,0.0,0.0
2021-02-16 00:00:00-05:00,235.11601808481555,236.17151764085375,233.0913886756254,233.83982849121094,26728500,0.0,0.0
2021-02-17 00:00:00-05:00,232.0894541766409,234.96507650561446,231.72398457959287,234.85928344726562,21653500,0.56,0.0
2021-02-18 00:00:00-05:00,232.55109320398296,234.5996101987233,231.64704608816618,234.4649658203125,16925600,0.0,0.0
2021-02-19 00:00:00-05:00,234.42650126233121,234.53229432170122,230.993047615162,231.75283813476562,25262600,0.0,0.0
2021-02-22 00:00:00-05:00,228.33861214281137,228.82909920704134,223.51062453702826,225.5399169921875,36446900,0.0,0.0
2021-02-23 00:00:00-05:00,221.51984987762208,225.84772430355326,219.98104421168009,224.34739685058594,30228700,0.0,0.0
2021-02-24 00:00:00-05:00,221.21201778644493,226.20350050371414,220.24065598414828,225.578369140625,26339700,0.0,0.0
2021-02-25 00:00:00-05:00,223.20286682298797,225.61685322946673,219.16352111418414,220.23106384277344,39542200,0.0,0.0
2021-02-26 00:00:00-05:00,222.67394655856364,226.36706254282802,220.7600590313648,223.49143981933594,37819200,0.0,0.0
2021-03-01 00:00:00-05:00,226.87675570412392,228.3867098260675,224.2319439435093,227.87698364257812,25324000,0.0,0.0
2021-03-02 00:00:00-05:00,227.94428610482706,228.22320172977388,224.5204595960881,224.9243927001953,22812500,0.0,0.0
2021-03-03 00:00:00-05:00,223.2798287097905,224.6455116135166,218.56724606158295,218.85577392578125,34029500,0.0,0.0
2021-03-04 00:00:00-05:00,218.06715252474712,223.5972138136232,215.68200248101138,218.05752563476562,44727800,0.0,0.0
2021-03-05 00:00:00-05:00,220.7408002725728,224.3473617295842,217.7978484716733,222.74124145507812,41872800,0.0,0.0
2021-03-08 00:00:00-05:00,222.5200514391749,224.443551081611,218.44224158929848,218.69229125976562,35267400,0.0,0.0
2021-03-09 00:00:00-05:00,223.97227598423436,226.37665024660328,222.808552384188,224.8378448486328,33080500,0.0,0.0
2021-03-10 00:00:00-05:00,227.9346923560373,227.9346923560373,223.16440710536557,223.52987670898438,29746800,0.0,0.0
2021-03-11 00:00:00-05:00,225.9727579423364,230.0217167133336,225.3476117161372,228.05975341796875,29907600,0.0,0.0
2021-03-12 00:00:00-05:00,225.05906350687266,226.79984295722946,224.3088998432436,226.73251342773438,22653700,0.0,0.0
2021-03-15 00:00:00-04:00,225.97270142657817,226.19389973430492,222.94318126146158,225.82843017578125,26034900,0.0,0.0
2021-03-16 00:00:00-04:00,227.24222868505888,230.87764154891525,226.91523729363269,228.61753845214844,28092200,0.0,0.0
2021-03-17 00:00:00-04:00,227.11718787736953,229.42539598371647,224.30888048851298,227.97314453125,29562100,0.0,0.0
2021-03-18 00:00:00-04:00,223.66452881126907,225.23218566499116,221.51983088863727,221.89491271972656,34833000,0.0,0.0
2021-03-19 00:00:00-04:00,222.18344837964992,223.57798268898384,220.57732793509152,221.53907775878906,46430700,0.0,0.0
2021-03-22 00:00:00-04:00,221.46212328057254,227.83851426603098,221.3370911146356,226.9633331298828,30127000,0.0,0.0
2021-03-23 00:00:00-04:00,228.4059692318967,231.82979623103833,228.0020360699332,228.49252319335938,31638400,0.0,0.0
2021-03-24 00:00:00-04:00,228.75221011891443,228.89646672788933,226.31898414661643,226.45362854003906,25620100,0.0,0.0
2021-03-25 00:00:00-04:00,226.29972771990109,227.8769967829049,222.71240512495487,223.45294189453125,34061900,0.0,0.0
2021-03-26 00:00:00-04:00,222.6931811050737,227.65581386207742,222.6931811050737,227.43460083007812,25479900,0.0,0.0
2021-03-29 00:00:00-04:00,227.54035768263333,227.74233157641052,223.01052482004673,226.24200439453125,25227500,0.0,0.0
2021-03-30 00:00:00-04:00,224.59742201837378,224.90518898802316,222.2603771275382,222.981689453125,24792000,0.0,0.0
2021-03-31 00:00:00-04:00,224.00111959464277,229.95435241146978,223.50100565623833,226.75172424316406,43623500,0.0,0.0
2021-04-01 00:00:00-04:00,229.3484690587783,233.5513108619018,228.9445359159846,233.08006286621094,30338000,0.0,0.0
2021-04-05 00:00:00-04:00,233.4743464742084,240.39895589372134,233.41664384156837,239.54299926757812,36910600,0.0,0.0
2021-04-06 00:00:00-04:00,238.13886553157835,239.86039119458903,237.43679229555985,238.37930297851562,22931900,0.0,0.0
2021-04-07 00:00:00-04:00,238.3311941792023,241.3318485895909,237.73491405281382,240.34124755859375,22719800,0.0,0.0
2021-04-08 00:00:00-04:00,243.10148983669302,244.41908230584644,242.3609384158286,243.56312561035156,23625200,0.0,0.0
2021-04-09 00:00:00-04:00,243.1976803199744,246.19834983657762,242.7841349277814,246.06370544433594,24326800,0.0,0.0
2021-04-12 00:00:00-04:00,244.9673172688886,247.8141033576994,244.88074862698014,246.1214141845703,27148700,0.0,0.0
2021-04-13 00:00:00-04:00,247.4196974584829,249.27586703716682,247.00612284772998,248.60263061523438,23837500,0.0,0.0
2021-04-14 00:00:00-04:00,247.6313042551945,248.92964277000883,245.4000380789304,245.81358337402344,23070900,0.0,0.0
2021-04-15 00:00:00-04:00,248.06414230696154,249.98764208869324,247.87180993895484,249.5740966796875,25627500,0.0,0.0
2021-04-16 00:00:00-04:00,249.54522040689776,251.01669641879005,247.74675298683772,250.76663208007812,24878600,0.0,0.0
2021-04-19 00:00:00-04:00,250.23765794238443,251.47832327916888,247.95831583894045,248.84310913085938,23209300,0.0,0.0
2021-04-20 00:00:00-04:00,247.95832800540822,250.24729711029528,247.01580268272733,248.38150024414062,19722900,0.0,0.0
2021-04-21 00:00:00-04:00,249.03540182346723,250.70883645350105,247.41004292522794,250.61265563964844,24030400,0.0,0.0
2021-04-22 00:00:00-04:00,250.25690440342183,251.76685861637338,245.86171549830988,247.3332061767578,25606200,0.0,0.0
2021-04-23 00:00:00-04:00,248.01606862134477,251.50722545035353,247.42938592087856,251.16098022460938,21462600,0.0,0.0
2021-04-26 00:00:00-04:00,251.65149256989199,252.401656348328,250.21849455281932,251.54568481445312,19763300,0.0,0.0
2021-04-27 00:00:00-04:00,251.5745037037294,253.12293616808492,250.17035719184975,251.94960021972656,31014200,0.0,0.0
2021-04-28 00:00:00-04:00,246.2848623553483,246.72728837126857,243.2745956256258,244.82301330566406,46903100,0.0,0.0
2021-04-29 00:00:00-04:00,245.68859868614197,246.3041179418775,239.47568881641504,242.85142517089844,40589000,0.0,0.0
2021-04-30 00:00:00-04:00,240.18738532021044,243.39962592937061,240.05274094363295,242.53404235839844,30945100,0.0,0.0
