n_rows,n_cols,fixes_applied,missing_pct_top10.Open,missing_pct_top10.High,missing_pct_top10.Low,missing_pct_top10.Close,missing_pct_top10.Volume,missing_pct_top10.return,missing_pct_top10.log_return,missing_pct_top10.trailing_eps,missing_pct_top10.trailing_pe,missing_pct_top10.total_revenue,Close_summary.mean,Close_summary.std,Close_summary.min,Close_summary.max,Volume_summary.mean,Volume_summary.std,Volume_summary.min,Volume_summary.max,return_summary.mean,return_summary.std,return_summary.min,return_summary.max,log_return_summary.mean,log_return_summary.std,log_return_summary.min,log_return_summary.max
1255,14,"['Parsed Date column with utc=True', 'Removed timezone information', 'Sorted by Date and set as index', 'Dropped Dividends and Stock Splits (if present)', 'Kept core OHLCV columns', 'Converted numeric columns using pd.to_numeric', 'Forward-filled missing values', 'Dropped remaining NA rows', 'Created return and log_return features', 'Clipped extreme returns to ±30%']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.55955533335407,190.17636973584038,88.29324340820312,788.8237915039062,21676504.247808766,15870070.031573249,4726100.0,232316600.0,0.0010898339054727232,0.027495769976053203,-0.2639009335584892,0.23282423137981367,0.0007128677430535661,0.027703646702508484,-0.3,0.20930766039501858
